Ultrasonic distance measurement system
(4 ultrasonic channels + 4 ADC inputs)

Frequency: 400 Hz
Period:     10 sec

[   A     B     C     D     In1   In2   In3   In4  ]

5157,97 0 0 0 24881 23358 0 105 
5157,26 0 0 0 24786 23390 0 106 
5156,84 0 0 0 24388 23460 0 109 
5155,95 0 0 0 24122 23495 0 108 
5155,95 0 0 0 24208 23552 0 107 
5156,04 0 0 0 24202 23598 0 107 
5156,05 0 0 0 24041 23638 0 107 
5155,67 0 0 0 23918 23665 0 105 
5154,72 0 0 0 23722 23701 0 107 
5154,38 0 0 0 23831 23731 0 107 
5154,58 0 0 0 23786 23760 0 110 
5155,33 0 0 0 23844 23816 0 106 
5155,66 0 0 0 23942 23817 0 107 
5155,86 0 0 0 23925 23820 0 107 
5155,36 0 0 0 24036 23797 0 107 
5155,12 0 0 0 24136 23813 0 107 
5155,68 0 0 0 24439 23813 0 106 
5156,73 0 0 0 24653 23815 0 109 
5157,98 0 0 0 24669 23782 0 107 
5158,5 0 0 0 24568 23792 0 106 
5159,03 0 0 0 24684 23724 0 106 
5159,2 0 0 0 24792 23711 0 106 
5159,33 0 0 0 24800 23659 0 107 
5160,24 0 0 0 24624 23661 0 108 
5161,32 0 0 0 24570 23574 0 107 
5162,35 0 0 0 24463 23507 0 107 
5162,38 0 0 0 24352 23463 0 108 
5162,42 0 0 0 24158 23390 0 107 
5161,83 0 0 0 24320 23342 0 107 
5161,53 0 0 0 24640 23242 0 107 
5161,42 0 0 0 24494 23201 0 107 
5161,49 0 0 0 24470 23097 0 108 
5160,94 0 0 0 24697 22981 0 108 
5159,64 0 0 0 24825 22872 0 106 
5158,09 0 0 0 24515 22770 0 106 
5156,13 0 0 0 24498 22664 0 107 
5154,87 0 0 0 24770 22516 0 109 
5154,24 0 0 0 24949 22413 0 106 
5153,95 0 0 0 24734 22283 0 107 
5153,33 0 0 0 24523 22147 0 106 
5152,05 0 0 0 24402 22044 0 106 
5150,71 0 0 0 24214 21889 0 108 
5149,48 0 0 0 24079 21758 0 107 
5148,78 0 0 0 24182 21630 0 107 
5148,11 0 0 0 24410 21508 0 106 
5147,94 0 0 0 24605 21386 0 106 
5147,29 0 0 0 24748 21252 0 110 
5146,12 0 0 0 24682 21135 0 107 
5145,32 0 0 0 24682 21063 0 106 
5144,16 0 0 0 24471 20935 0 106 
5143,88 0 0 0 24434 20839 0 105 
5143,73 0 0 0 24690 20744 0 109 
5143,4 0 0 0 24781 20650 0 106 
5142,85 0 0 0 24704 20589 0 109 
5141,91 0 0 0 24801 20504 0 107 
5141,29 0 0 0 24933 20454 0 107 
5140,75 0 0 0 24864 20394 0 108 
5140,61 0 0 0 24563 20331 0 106 
5140,68 0 0 0 24462 20295 0 107 
5140,97 0 0 0 24530 20216 0 108 
